accommodates,bedrooms,bathrooms,beds,room_type,neighbourhood,log_price
9,2.0,2.0,5.0,Entire home/apt,Mid-Wilshire,5.192956851
6,2.0,1.0,3.0,Entire home/apt,Upper West Side,5.298317367
5,1.0,1.0,2.0,Entire home/apt,Hollywood,4.65396035
4,1.0,1.0,2.0,Entire home/apt,Hollywood,5.010635294
2,1.0,1.0,1.0,Private room,Pacific Heights,4.553876892
7,2.0,2.0,4.0,Entire home/apt,Bushwick,5.247024072
2,1.0,1.0,1.0,Private room,Jamaica Plain,4.248495242
1,1.0,1.0,1.0,Private room,Elmhurst,3.663561646
2,0.0,1.0,1.0,Entire home/apt,West Hollywood,4.682131227
7,3.0,2.0,3.0,Entire home/apt,SoMa,5.857933154
2,1.0,1.0,1.0,Private room,Nob Hill,4.787491743
1,1.0,1.0,1.0,Private room,Williamsburg,4.17438727
3,1.0,1.0,1.0,Entire home/apt,Lakeshore,4.248495242
4,1.0,1.0,1.0,Entire home/apt,East Harlem,5.267858159
1,1.0,1.0,1.0,Private room,Upper West Side,3.912023005
2,1.0,1.0,1.0,Private room,Upper West Side,4.605170186
4,2.0,1.5,3.0,Entire home/apt,Georgetown,5.703782475
5,2.0,1.0,2.0,Entire home/apt,Long Island City,5.347107531
2,1.0,1.0,1.0,Private room,SoMa,4.442651256
1,1.0,1.0,1.0,Private room,Park Slope,4.553876892
1,1.0,1.0,1.0,Private room,Inglewood,3.258096538
6,3.0,1.0,4.0,Entire home/apt,Echo Park,4.787491743
2,1.0,1.0,1.0,Private room,Columbia Heights,5.703782475
3,1.0,1.0,1.0,Entire home/apt,Astoria,5.164785974
2,1.0,1.0,1.0,Private room,Morningside Heights,4.605170186
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.59511985
2,0.0,1.0,1.0,Entire home/apt,Bernal Heights,4.442651256
2,1.0,1.0,1.0,Private room,Parkside,4.605170186
4,1.0,1.0,1.0,Entire home/apt,Harlem,4.779123493
1,1.0,1.5,2.0,Shared room,Wilmington,7.170119543
2,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.59511985
2,1.0,1.0,2.0,Private room,Midwood,4.219507705
4,1.0,1.0,1.0,Entire home/apt,Bushwick,4.828313737
2,1.0,1.0,1.0,Private room,Western Addition/NOPA,4.744932128
6,3.0,1.0,4.0,Entire home/apt,Harlem,5.521460918
10,4.0,3.5,4.0,Entire home/apt,Topanga,6.476972363
2,0.0,1.0,1.0,Entire home/apt,West Los Angeles,4.094344562
2,1.0,1.0,1.0,Entire home/apt,West Village,5.438079309
6,3.0,2.0,4.0,Entire home/apt,Chevy Chase,4.997212274
1,1.0,1.0,1.0,Private room,Williamsburg,4.317488114
4,1.0,1.0,2.0,Entire home/apt,Columbia Heights,4.605170186
2,1.0,1.0,1.0,Entire home/apt,Williamsburg,4.605170186
2,1.0,2.0,1.0,Private room,Civic Center,5.075173815
3,1.0,1.0,2.0,Entire home/apt,Nob Hill,5.164785974
2,1.0,1.0,1.0,Private room,Pacific Palisades,4.905274778
1,1.0,1.0,1.0,Private room,Sunnyside,4.48863637
4,1.0,1.0,2.0,Entire home/apt,Williamsburg,4.927253685
2,1.0,1.0,1.0,Entire home/apt,Bushwick,4.605170186
1,1.0,1.0,1.0,Private room,Flatbush,3.401197382
6,3.0,2.0,3.0,Entire home/apt,Upper West Side,5.926926026
4,1.0,1.0,1.0,Entire home/apt,West Hollywood,4.912654886
1,0.0,1.0,1.0,Entire home/apt,Upper West Side,4.605170186
1,1.0,1.0,1.0,Private room,Visitacion Valley,4.17438727
8,3.0,4.5,5.0,Entire home/apt,East Village,6.907755279
1,1.0,1.0,1.0,Private room,Washington Heights,4.094344562
8,4.0,3.5,4.0,Entire home/apt,Petworth,5.010635294
1,1.0,1.0,1.0,Private room,Upper West Side,4.204692619
2,2.0,1.0,2.0,Entire home/apt,Chinatown,5.966146739
3,1.0,1.5,1.0,Private room,North Hollywood,3.891820298
2,1.0,1.0,1.0,Private room,Upper East Side,4.234106505
6,2.0,1.0,3.0,Entire home/apt,Beacon Hill,5.783825182
1,1.0,1.0,1.0,Private room,West Adams,3.912023005
4,1.0,1.0,1.0,Entire home/apt,Downtown/Penn Quarter,6.214608098
2,1.0,1.0,1.0,Entire home/apt,Long Beach,4.382026635
2,1.0,1.0,2.0,Private room,East Village,4.700480366
1,1.0,1.0,1.0,Private room,Brooklyn Navy Yard,4.143134726
8,1.0,1.0,3.0,Entire home/apt,Old Town,4.912654886
3,2.0,1.0,2.0,Entire home/apt,North Center,4.976733742
5,1.0,1.0,4.0,Private room,Pasadena,4.510859507
1,1.0,1.0,1.0,Shared room,Boyle Heights,3.218875825
2,1.0,1.0,1.0,Entire home/apt,Civic Center,5.323009979
4,1.0,1.0,1.0,Entire home/apt,Williamsburg,4.787491743
2,0.0,1.0,1.0,Entire home/apt,Los Feliz,4.077537444
3,0.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,4.828313737
2,1.0,1.0,1.0,Private room,Sierra Madre,4.317488114
1,1.0,1.0,1.0,Private room,Chestnut Hill,4.49980967
4,3.0,2.0,3.0,Entire home/apt,Glendale,5.521460918
2,1.0,1.5,1.0,Entire home/apt,Pasadena,4.787491743
2,1.0,2.0,1.0,Private room,Lower East Side,4.382026635
5,1.0,1.0,3.0,Entire home/apt,North End,5.129898715
4,2.0,1.0,2.0,Entire home/apt,Upper West Side,5.752572639
2,0.0,1.0,1.0,Entire home/apt,Columbia Heights,4.691347882
2,1.0,1.0,1.0,Entire home/apt,East Harlem,5.393627546
6,3.0,1.0,3.0,Entire home/apt,Jamaica Plain,5.765191103
2,0.0,1.0,1.0,Entire home/apt,Valley Glen,4.553876892
5,2.0,2.0,2.0,Entire home/apt,Mid-Wilshire,5.370638028
4,1.0,1.0,2.0,Entire home/apt,Bloomingdale,4.787491743
4,1.0,1.0,3.0,Private room,Mission District,4.48863637
2,1.0,1.0,1.0,Private room,Marina Del Rey,5.117993812
4,1.0,1.0,2.0,Entire home/apt,Upper West Side,5.370638028
1,1.0,1.0,1.0,Private room,SoMa,4.553876892
2,1.0,1.0,1.0,Entire home/apt,Westwood,4.382026635
6,3.0,2.0,4.0,Entire home/apt,Park Slope,5.857933154
2,1.0,1.0,1.0,Private room,Pacific Heights,4.828313737
4,1.0,1.0,2.0,Entire home/apt,Woodley Park,5.857933154
2,1.0,1.0,1.0,Private room,North Beach,4.605170186
1,1.0,1.5,1.0,Private room,East Hollywood,7.170119543
6,2.0,2.0,3.0,Entire home/apt,Rogers Park,4.828313737
2,1.0,1.0,1.0,Private room,South Beach,4.976733742
2,1.0,1.0,1.0,Private room,Canarsie,4.49980967
2,1.0,1.0,1.0,Private room,Crown Heights,4.127134385
2,1.0,2.0,1.0,Entire home/apt,South End,5.298317367
1,1.0,1.0,1.0,Private room,East Village,4.382026635
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.17438727
4,0.0,1.0,2.0,Entire home/apt,Hollywood,4.934473933
3,2.0,1.0,3.0,Entire home/apt,Manhattan Beach,4.86753445
2,1.0,1.0,1.0,Private room,Monterey Park,4.094344562
2,1.0,1.0,1.0,Private room,Chinatown,4.382026635
1,1.0,1.0,1.0,Private room,Flatbush,3.663561646
3,1.0,1.0,2.0,Entire home/apt,Highland Park,4.744932128
8,3.0,1.0,6.0,Entire home/apt,Bushwick,5.043425117
1,1.0,2.5,2.0,Shared room,Chinatown,3.36729583
5,2.0,1.0,3.0,Entire home/apt,Upper West Side,4.941642423
2,1.0,1.0,2.0,Entire home/apt,West Farms,4.442651256
2,1.0,1.0,1.0,Private room,Ingleside,4.477336814
4,2.0,1.0,2.0,Entire home/apt,Crown Heights,4.382026635
6,2.0,1.0,3.0,Entire home/apt,Bedford-Stuyvesant,5.129898715
6,2.0,1.0,1.0,Entire home/apt,Bushwick,4.934473933
5,1.0,1.5,1.0,Entire home/apt,Wicker Park,5.298317367
1,1.0,1.0,1.0,Private room,Park Slope,4.605170186
4,1.0,1.0,1.0,Entire home/apt,Midtown East,5.65248918
2,1.0,1.0,1.0,Private room,Upper West Side,4.828313737
4,1.0,1.0,2.0,Entire home/apt,Venice,4.59511985
2,1.0,1.0,1.0,Private room,Mid-Wilshire,3.912023005
11,3.0,2.0,7.0,Entire home/apt,St. George,5.703782475
2,1.0,2.0,1.0,Private room,Allston-Brighton,3.688879454
7,4.0,2.5,4.0,Entire home/apt,Santa Monica,5.645446898
5,2.0,1.0,2.0,Entire home/apt,Clinton Hill,5.010635294
2,1.0,1.0,1.0,Private room,Hollywood Hills,4.317488114
2,1.0,1.0,1.0,Private room,South Robertson,4.248495242
2,1.0,1.0,1.0,Private room,Dorchester,3.912023005
5,2.0,1.0,2.0,Entire home/apt,Baldwin Hills,5.192956851
4,1.0,1.0,1.0,Entire home/apt,Hollywood,4.787491743
2,1.0,1.0,2.0,Entire home/apt,Sherman Oaks,4.48863637
2,1.0,1.0,1.0,Private room,Clinton Hill,4.605170186
1,1.0,1.0,1.0,Private room,Bushwick,4.219507705
1,1.0,1.0,1.0,Private room,Back Bay,4.025351691
2,1.0,1.0,1.0,Private room,East Village,4.744932128
4,2.0,1.0,2.0,Entire home/apt,Greenpoint,4.941642423
3,2.0,2.0,2.0,Entire home/apt,Tribeca,6.214608098
1,1.0,1.0,1.0,Private room,Venice,4.025351691
2,1.0,1.0,1.0,Private room,Woodside,3.688879454
2,0.0,1.0,1.0,Entire home/apt,Alamo Square,5.010635294
2,0.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.574710979
6,1.0,1.0,3.0,Entire home/apt,West Hollywood,5.65248918
4,0.0,1.0,2.0,Entire home/apt,Del Rey,5.241747015
6,3.0,1.0,5.0,Entire home/apt,Echo Park,5.262690189
2,1.0,1.0,1.0,Entire home/apt,East Village,5.438079309
2,1.0,1.0,1.0,Private room,Williamsburg,5.521460918
6,2.0,2.0,3.0,Entire home/apt,Rogers Park,5.272999559
6,3.0,2.0,3.0,Entire home/apt,Williamsburg,6.309918278
4,2.0,1.0,2.0,Entire home/apt,16th Street Heights,4.442651256
1,1.0,1.0,1.0,Private room,Chelsea,4.442651256
2,1.0,1.0,1.0,Entire home/apt,Loop,5.700443573
2,1.0,1.0,2.0,Entire home/apt,Nob Hill,5.010635294
3,1.0,1.0,2.0,Entire home/apt,Williamsburg,5.393627546
2,2.0,1.0,2.0,Private room,Tarzana,4.17438727
2,1.0,1.0,1.0,Entire home/apt,West Village,5.298317367
1,1.0,1.0,1.0,Private room,Williamsburg,4.248495242
2,1.0,1.0,1.0,Entire home/apt,Washington Heights,4.59511985
2,1.0,0.5,1.0,Entire home/apt,Studio City,4.59511985
3,2.0,1.0,2.0,Private room,Flatlands,3.663561646
1,1.0,1.0,1.0,Private room,Park Slope,4.48863637
2,1.0,1.0,1.0,Private room,Hell's Kitchen,4.442651256
2,1.0,1.0,1.0,Private room,Altadena,4.219507705
4,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.382026635
4,0.0,1.0,2.0,Entire home/apt,Kalorama,4.564348191
2,1.0,1.0,1.0,Entire home/apt,Santa Monica,4.828313737
2,1.0,1.0,1.0,Entire home/apt,Los Feliz,4.094344562
2,1.0,2.0,1.0,Private room,Inglewood,3.33220451
4,2.0,2.5,2.0,Entire home/apt,Brookland,5.010635294
4,2.0,1.0,2.0,Entire home/apt,Mission Terrace,5.318119994
2,1.0,1.5,1.0,Private room,Mid-Wilshire,3.912023005
1,1.0,1.0,1.0,Private room,Crown Heights,4.007333185
2,1.0,1.0,1.0,Entire home/apt,Hamilton Heights,4.382026635
2,1.0,1.0,1.0,Private room,Wicker Park,4.317488114
3,1.0,2.0,2.0,Private room,Bedford-Stuyvesant,3.891820298
5,2.0,1.0,2.0,Entire home/apt,Harlem,4.86753445
5,1.0,1.0,2.0,Entire home/apt,Western Addition/NOPA,5.521460918
2,1.0,1.0,1.0,Private room,East Harlem,4.394449155
2,0.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.48863637
3,1.0,1.0,1.0,Entire home/apt,Beverly Hills,5.370638028
1,1.0,1.0,1.0,Private room,Flatbush,4.007333185
8,3.0,1.0,4.0,Entire home/apt,Nolita,6.075346031
2,1.0,1.0,1.0,Private room,Prospect Heights,4.094344562
4,1.0,1.0,2.0,Entire home/apt,Hell's Kitchen,5.241747015
2,1.0,1.0,1.0,Private room,Bernal Heights,4.248495242
6,2.0,1.0,3.0,Entire home/apt,Santa Monica,5.416100402
2,1.0,1.0,1.0,Private room,Upper East Side,4.836281907
8,4.0,3.0,4.0,Entire home/apt,Porter Ranch,5.631211782
2,1.0,1.0,1.0,Entire home/apt,Santa Monica,4.779123493
5,3.0,1.0,2.0,Entire home/apt,Harlem,4.828313737
2,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,4.59511985
2,1.0,2.0,2.0,Private room,Dorchester,4.007333185
4,1.0,1.0,2.0,Entire home/apt,Hell's Kitchen,4.905274778
2,1.0,1.0,1.0,Entire home/apt,Bernal Heights,4.59511985
2,1.0,1.0,1.0,Entire home/apt,Inner Sunset,5.298317367
1,1.0,1.0,1.0,Private room,Upper East Side,4.382026635
4,1.0,1.0,2.0,Entire home/apt,Woodside,4.779123493
6,2.0,1.0,3.0,Entire home/apt,Gramercy Park,5.38907173
8,2.0,1.0,4.0,Entire home/apt,Outer Sunset,5.521460918
2,1.0,1.5,1.0,Entire home/apt,Boerum Hill,4.844187086
1,1.0,1.0,1.0,Private room,Pasadena,5.298317367
2,1.0,1.0,1.0,Private room,Greenwich Village,4.787491743
2,1.0,1.0,1.0,Private room,West Village,4.605170186
4,1.0,1.0,2.0,Entire home/apt,Lower East Side,5.703782475
4,1.0,3.0,2.0,Private room,Financial District,4.094344562
6,2.0,1.0,2.0,Entire home/apt,Venice,5.170483995
2,1.0,1.0,1.0,Private room,Hell's Kitchen,4.65396035
3,0.0,1.0,1.0,Entire home/apt,Hell's Kitchen,5.293304825
2,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.65396035
6,2.0,1.0,3.0,Entire home/apt,East Harlem,5.521460918
2,1.0,1.0,1.0,Entire home/apt,Prospect Heights,4.605170186
3,1.0,1.0,1.0,Entire home/apt,South End,5.164785974
2,1.0,1.0,1.0,Private room,Flatbush,3.688879454
4,1.0,1.0,2.0,Entire home/apt,Brookland,4.828313737
6,3.0,2.0,4.0,Entire home/apt,Upper West Side,6.08221891
2,0.0,1.0,1.0,Entire home/apt,Edgewood,4.553876892
2,1.0,1.0,1.0,Entire home/apt,Chelsea,5.533389489
3,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.247024072
3,1.0,1.0,2.0,Entire home/apt,SoMa,5.247024072
2,1.0,1.0,1.0,Private room,Hell's Kitchen,4.59511985
2,1.0,1.0,1.0,Private room,Bushwick,4.59511985
2,1.0,1.0,1.0,Entire home/apt,Mid-City,4.317488114
5,2.0,1.0,2.0,Entire home/apt,Logan Square,5.043425117
1,1.0,1.0,1.0,Private room,Chelsea,4.605170186
5,2.0,2.0,2.0,Entire home/apt,Fenway/Kenmore,6.684611728
2,1.0,1.0,1.0,Private room,SoMa,5.043425117
2,1.0,1.0,1.0,Entire home/apt,Greenwich Village,5.164785974
2,0.0,1.0,1.0,Private room,Kips Bay,4.859812404
2,1.0,1.0,1.0,Entire home/apt,Long Beach,4.828313737
2,1.0,1.0,1.0,Private room,Venice,5.164785974
6,3.0,3.0,3.0,Entire home/apt,Hollywood Hills,7.085901464
2,1.0,1.0,1.0,Private room,Mount Washington,4.553876892
4,2.0,1.0,2.0,Entire home/apt,East Village,5.693732139
9,4.0,4.0,6.0,Entire home/apt,Bernal Heights,5.886104031
2,1.0,0.5,1.0,Private room,Mid-Wilshire,3.761200116
1,1.0,0.5,1.0,Private room,Mar Vista,3.737669618
2,1.0,1.5,1.0,Private room,Williamsburg,4.700480366
1,1.0,1.0,1.0,Private room,Long Beach,3.970291914
3,2.0,1.0,2.0,Entire home/apt,Harlem,4.86753445
2,1.0,1.0,1.0,Private room,West Los Angeles,4.077537444
6,1.0,0.0,16.0,Shared room,Venice,3.891820298
2,1.0,1.0,1.0,Private room,Hollywood,4.584967479
4,2.0,1.0,2.0,Private room,Bedford-Stuyvesant,3.912023005
3,1.0,1.0,1.0,Entire home/apt,Fort Greene,5.616771098
3,1.0,1.0,1.0,Private room,Old Town,4.605170186
1,1.0,1.0,1.0,Private room,Washington Heights,4.317488114
2,1.0,1.0,1.0,Private room,Portola,4.584967479
2,1.0,4.0,2.0,Private room,Hollywood,4.248495242
2,1.0,1.0,1.0,Private room,Hell's Kitchen,4.691347882
4,1.0,1.0,2.0,Entire home/apt,Williamsburg,5.272999559
2,1.0,1.0,1.0,Entire home/apt,Presidio,5.521460918
2,1.0,1.0,1.0,Private room,Hell's Kitchen,4.59511985
2,1.0,1.0,1.0,Private room,Logan Square,3.912023005
2,1.0,1.0,1.0,Private room,Washington Heights,3.912023005
1,1.0,1.5,1.0,Private room,Dupont Circle,4.477336814
6,2.0,2.0,6.0,Entire home/apt,Hollywood,5.278114659
6,1.0,1.0,3.0,Private room,East Harlem,4.828313737
3,1.0,1.0,1.0,Entire home/apt,Bushwick,4.700480366
1,1.0,2.0,1.0,Private room,Bushwick,3.891820298
2,1.0,1.0,1.0,Private room,Midtown East,4.605170186
2,1.0,1.5,1.0,Private room,Brooklyn Navy Yard,4.406719247
2,1.0,2.0,1.0,Private room,Flatbush,3.828641396
6,2.0,1.0,3.0,Entire home/apt,Boystown,5.220355825
1,1.0,1.0,1.0,Private room,Greenwich Village,4.779123493
2,1.0,1.0,1.0,Private room,Nob Hill,5.010635294
4,1.0,1.0,1.0,Entire home/apt,Alphabet City,5.164785974
1,1.0,1.0,1.0,Private room,Washington Heights,4.442651256
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,3.80666249
2,1.0,1.0,1.0,Entire home/apt,Williamsburg,4.077537444
6,3.0,1.0,3.0,Entire home/apt,East New York,4.787491743
3,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.666426688
2,1.0,1.0,1.0,Entire home/apt,Chinatown,5.703782475
2,1.0,1.0,1.0,Entire home/apt,Nolita,4.890349128
2,1.0,1.0,1.0,Entire home/apt,East Village,5.141663557
2,1.0,1.0,1.0,Shared room,Long Beach,4.317488114
6,3.0,2.0,3.0,Entire home/apt,East Boston,5.857933154
2,1.0,1.0,1.0,Private room,West Los Angeles,4.605170186
4,2.0,1.0,2.0,Entire home/apt,Williamsburg,5.323009979
2,1.0,1.0,1.0,Private room,Valley Village,3.688879454
12,3.0,1.5,7.0,Entire home/apt,Elmhurst,5.666426688
4,1.0,1.0,3.0,Entire home/apt,Astoria,4.86753445
2,0.0,1.0,1.0,Entire home/apt,Fort Greene,5.105945474
8,3.0,2.5,5.0,Entire home/apt,Santa Monica,6.796823718
3,1.0,1.0,3.0,Private room,Bedford-Stuyvesant,4.828313737
2,1.0,1.0,1.0,Private room,Washington Heights,4.317488114
3,1.0,1.0,2.0,Private room,Mission Hill,4.248495242
4,1.0,1.0,3.0,Entire home/apt,East Harlem,5.075173815
2,1.0,1.5,1.0,Private room,North Lawndale,3.80666249
4,1.0,1.0,2.0,Entire home/apt,Echo Park,5.075173815
2,1.0,1.0,1.0,Private room,Richmond District,4.369447852
2,1.0,1.0,1.0,Entire home/apt,Back Bay,5.416100402
1,1.0,1.5,1.0,Private room,Williamsburg,3.555348061
5,3.0,2.5,3.0,Entire home/apt,Venice,7.003065459
2,1.0,1.0,1.0,Private room,East New York,3.871201011
8,2.0,1.0,6.0,Entire home/apt,East Boston,5.521460918
4,2.0,2.0,2.0,Entire home/apt,El Segundo,5.293304825
6,1.0,1.0,3.0,Private room,East Village,4.934473933
2,1.0,1.0,1.0,Private room,Concord,4.077537444
5,2.0,2.0,4.0,Entire home/apt,Westwood,5.105945474
2,0.0,1.0,1.0,Entire home/apt,Chelsea,5.370638028
2,0.0,1.0,1.0,Entire home/apt,Russian Hill,5.220355825
4,2.0,1.0,2.0,Entire home/apt,Mount Washington,4.941642423
2,1.0,1.0,1.0,Entire home/apt,Park Slope,5.010635294
2,1.0,1.0,2.0,Entire home/apt,Marina,5.298317367
3,1.0,1.0,2.0,Private room,Shaw,4.86753445
8,4.0,1.0,5.0,Entire home/apt,Kips Bay,5.991464547
4,2.0,1.0,2.0,Entire home/apt,Skid Row,5.521460918
3,1.0,1.0,1.0,Private room,Bronxdale,3.80666249
4,2.0,2.0,2.0,Entire home/apt,Duboce Triangle,5.700443573
3,1.0,1.0,2.0,Entire home/apt,Long Beach,3.850147602
8,3.0,2.0,5.0,Entire home/apt,Roxbury,6.109247583
3,1.0,1.0,1.0,Private room,West Hills,4.49980967
5,3.0,2.0,3.0,Entire home/apt,Logan Square,5.517452896
4,1.0,1.0,2.0,Entire home/apt,Balboa Terrace,5.416100402
6,2.0,1.0,5.0,Entire home/apt,Northridge,4.941642423
5,1.0,1.0,4.0,Entire home/apt,Capitol Hill,5.129898715
2,1.0,1.0,1.0,Entire home/apt,Hollywood,4.700480366
5,2.0,2.0,2.0,Entire home/apt,Marina Del Rey,5.700443573
3,3.0,2.5,2.0,Entire home/apt,Eckington,5.521460918
2,1.0,1.0,1.0,Entire home/apt,Alphabet City,5.159055299
2,1.0,1.0,1.0,Private room,Mid-City,4.17438727
8,3.0,2.0,4.0,Private room,Bayside,6.109247583
6,3.0,2.5,3.0,Entire home/apt,Sherman Oaks,5.323009979
3,1.0,1.0,1.0,Entire home/apt,Pacific Palisades,4.8978398
4,2.0,1.0,2.0,Entire home/apt,Richmond District,5.129898715
4,2.0,1.0,3.0,Entire home/apt,Park Slope,5.010635294
6,2.0,2.5,2.0,Entire home/apt,Near Northeast/H Street Corridor,5.192956851
4,2.0,1.0,2.0,Entire home/apt,Hell's Kitchen,5.298317367
2,1.0,1.0,1.0,Private room,Upper West Side,4.875197323
6,2.0,2.0,3.0,Entire home/apt,Financial District,6.678342115
2,1.0,1.0,1.0,Private room,Bushwick,3.891820298
7,3.0,1.5,5.0,Entire home/apt,Gowanus,5.697093487
2,1.0,2.0,2.0,Private room,Mott Haven,3.713572067
4,0.0,1.0,2.0,Entire home/apt,Bedford-Stuyvesant,5.043425117
2,1.0,1.0,1.0,Private room,Clinton Hill,4.025351691
5,3.0,1.5,4.0,Entire home/apt,Richmond District,5.241747015
3,1.0,1.0,1.0,Entire home/apt,Greenwich Village,5.736572297
2,0.0,1.0,1.0,Entire home/apt,Mission District,4.787491743
2,0.0,1.0,1.0,Entire home/apt,Long Beach,4.787491743
4,2.0,1.0,2.0,Entire home/apt,Jamaica Plain,5.129898715
2,1.0,1.0,2.0,Entire home/apt,Beverly Hills,4.828313737
2,1.0,1.0,1.0,Private room,Hollywood,4.33073334
6,2.0,2.0,2.0,Entire home/apt,Panorama City,4.828313737
2,1.0,1.0,1.0,Private room,Kensington,3.891820298
2,1.0,1.5,1.0,Entire home/apt,Dorchester,4.787491743
8,3.0,2.0,4.0,Entire home/apt,Mid-Wilshire,5.783825182
3,0.0,1.0,1.0,Entire home/apt,Boerum Hill,4.941642423
3,1.0,1.0,1.0,Entire home/apt,Cahuenga Pass,5.068904202
1,1.0,1.0,1.0,Shared room,Bedford-Stuyvesant,3.218875825
6,2.0,2.0,2.0,Entire home/apt,Georgetown,5.416100402
3,1.0,1.0,1.0,Entire home/apt,Kips Bay,5.438079309
2,1.0,1.0,1.0,Private room,Woodside,4.094344562
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.49980967
4,2.0,1.0,2.0,Entire home/apt,East Village,5.521460918
5,2.0,1.0,2.0,Entire home/apt,Irving Park,4.521788577
1,0.0,1.0,1.0,Entire home/apt,Jamaica,4.077537444
3,1.0,1.0,1.0,Entire home/apt,Logan Circle,5.703782475
2,1.0,1.0,1.0,Private room,Mid-City,4.553876892
2,0.0,1.0,1.0,Entire home/apt,Lower East Side,4.663439094
2,1.0,1.0,1.0,Entire home/apt,Washington Heights,4.59511985
2,0.0,1.0,1.0,Entire home/apt,Mount Pleasant,4.605170186
4,1.0,1.0,2.0,Entire home/apt,Capitol Hill,5.003946306
4,1.0,1.0,2.0,Entire home/apt,Adams Morgan,4.934473933
2,1.0,1.0,1.0,Private room,Los Feliz,4.605170186
1,1.0,1.0,1.0,Private room,Harlem,4.043051268
2,0.0,1.0,2.0,Entire home/apt,Upper East Side,5.59471138
2,0.0,1.0,1.0,Entire home/apt,Glover Park,4.934473933
8,3.0,2.0,3.0,Entire home/apt,Back Bay,5.991464547
4,1.0,1.0,2.0,Entire home/apt,Mid-Wilshire,4.356708827
4,1.0,1.0,3.0,Entire home/apt,South Beach,5.075173815
4,2.0,1.5,2.0,Private room,Potrero Hill,5.298317367
3,1.0,1.0,1.0,Entire home/apt,South End,5.616771098
4,1.0,1.0,1.0,Entire home/apt,West Village,5.293304825
4,1.0,1.0,4.0,Entire home/apt,Hollywood,5.783825182
6,2.0,1.0,3.0,Entire home/apt,Hell's Kitchen,6.070737728
2,1.0,1.0,1.0,Private room,West Hollywood,4.744932128
3,1.0,1.0,2.0,Entire home/apt,Alphabet City,4.605170186
3,0.0,1.0,1.0,Entire home/apt,West Hollywood,4.553876892
2,1.0,1.0,1.0,Entire home/apt,West Hollywood,4.369447852
12,4.0,2.5,6.0,Entire home/apt,Hollywood,6.171700597
3,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.192956851
4,3.0,2.5,2.0,Entire home/apt,Back Bay,5.857933154
2,1.0,1.0,1.0,Private room,Chelsea,4.65396035
5,2.0,1.0,2.0,Entire home/apt,East Village,5.953243334
1,1.0,2.0,1.0,Private room,Los Feliz,4.17438727
3,1.0,1.5,3.0,Private room,East Harlem,4.744932128
5,2.0,1.0,3.0,Entire home/apt,Clinton Hill,4.882801923
1,1.0,2.0,1.0,Private room,Upper West Side,3.951243719
2,1.0,1.0,1.0,Private room,Silver Lake,4.17438727
7,3.0,2.0,5.0,Entire home/apt,Monterey Park,5.560681631
4,1.0,1.0,1.0,Entire home/apt,Jamaica Plain,4.727387819
4,1.0,1.0,2.0,Entire home/apt,Brooklyn Heights,4.787491743
1,1.0,1.0,2.0,Private room,Greenwich Village,4.700480366
4,2.0,1.0,3.0,Entire home/apt,South Robertson,4.941642423
3,1.0,1.0,1.0,Entire home/apt,Chelsea,5.135798437
5,3.0,1.0,3.0,Entire home/apt,Marina,5.278114659
4,1.0,1.0,2.0,Entire home/apt,Jamaica Plain,4.86753445
2,1.0,1.0,1.0,Private room,Crocker Amazon,4.48863637
2,1.0,1.0,1.0,Private room,Williamsburg,4.007333185
8,2.0,1.0,5.0,Entire home/apt,Union Square,5.978885765
2,1.0,2.5,2.0,Private room,Irving Park,4.234106505
3,1.0,1.0,1.0,Entire home/apt,Crown Heights,4.584967479
2,1.0,1.0,1.0,Private room,Telegraph Hill,4.430816799
2,1.0,1.0,1.0,Private room,South Beach,5.010635294
3,2.0,1.0,3.0,Entire home/apt,West Village,5.003946306
3,2.0,1.0,3.0,Private room,Barney Circle,3.828641396
1,1.0,1.0,1.0,Private room,Hollywood,4.077537444
8,2.0,2.0,4.0,Entire home/apt,Loop,5.700443573
2,0.0,1.0,1.0,Entire home/apt,Harlem,4.955827058
5,2.0,1.0,3.0,Entire home/apt,Chinatown,5.187385806
6,3.0,1.0,3.0,Entire home/apt,Malibu,5.634789603
2,1.0,1.0,1.0,Private room,Clinton Hill,4.248495242
2,1.0,2.0,1.0,Private room,Bedford-Stuyvesant,3.871201011
3,1.0,1.0,2.0,Entire home/apt,Bushwick,4.941642423
1,0.0,1.0,1.0,Entire home/apt,Hell's Kitchen,4.828313737
4,1.0,1.0,2.0,Entire home/apt,Santa Monica,4.86753445
2,1.0,1.0,1.0,Private room,Clinton Hill,4.49980967
